code,code_description,code_type,ccs
02HK0JZ,"Insertion of Pacemaker Lead into Right Ventricle, Open Approach",ICD10_PROC,ccs48
02HK0KZ,"Insertion of Defibrillator Lead into Right Ventricle, Open Approach",ICD10_PROC,ccs48
02HK0MZ,"Insertion of Cardiac Lead into Right Ventricle, Open Approach",ICD10_PROC,ccs48
02HK0NZ,"Insertion of Intracardiac Pacemaker into Right Ventricle, Open Approach",ICD10_PROC,ccs48
02HK3JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HK3KZ,"Insertion of Defibrillator Lead into Right Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HK3MZ,"Insertion of Cardiac Lead into Right Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HK3NZ,"Insertion of Intracardiac Pacemaker into Right Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HK4JZ,"Insertion of Pacemaker Lead into Right Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HK4KZ,"Insertion of Defibrillator Lead into Right Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HK4MZ,"Insertion of Cardiac Lead into Right Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HK4NZ,"Insertion of Intracardiac Pacemaker into Right Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HL0JZ,"Insertion of Pacemaker Lead into Left Ventricle, Open Approach",ICD10_PROC,ccs48
02HL0KZ,"Insertion of Defibrillator Lead into Left Ventricle, Open Approach",ICD10_PROC,ccs48
02HL0MZ,"Insertion of Cardiac Lead into Left Ventricle, Open Approach",ICD10_PROC,ccs48
02HL0NZ,"Insertion of Intracardiac Pacemaker into Left Ventricle, Open Approach",ICD10_PROC,ccs48
02HL3JZ,"Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HL3KZ,"Insertion of Defibrillator Lead into Left Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HL3MZ,"Insertion of Cardiac Lead into Left Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HL3NZ,"Insertion of Intracardiac Pacemaker into Left Ventricle, Percutaneous Approach",ICD10_PROC,ccs48
02HL4JZ,"Insertion of Pacemaker Lead into Left Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HL4KZ,"Insertion of Defibrillator Lead into Left Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HL4MZ,"Insertion of Cardiac Lead into Left Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HL4NZ,"Insertion of Intracardiac Pacemaker into Left Ventricle, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HN0JZ,"Insertion of Pacemaker Lead into Pericardium, Open Approach",ICD10_PROC,ccs48
02HN0KZ,"Insertion of Defibrillator Lead into Pericardium, Open Approach",ICD10_PROC,ccs48
02HN0MZ,"Insertion of Cardiac Lead into Pericardium, Open Approach",ICD10_PROC,ccs48
02HN3JZ,"Insertion of Pacemaker Lead into Pericardium, Percutaneous Approach",ICD10_PROC,ccs48
02HN3KZ,"Insertion of Defibrillator Lead into Pericardium, Percutaneous Approach",ICD10_PROC,ccs48
02HN3MZ,"Insertion of Cardiac Lead into Pericardium, Percutaneous Approach",ICD10_PROC,ccs48
02HN4JZ,"Insertion of Pacemaker Lead into Pericardium, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HN4KZ,"Insertion of Defibrillator Lead into Pericardium, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02HN4MZ,"Insertion of Cardiac Lead into Pericardium, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02PA0MZ,"Removal of Cardiac Lead from Heart, Open Approach",ICD10_PROC,ccs48
02PA0NZ,"Removal of Intracardiac Pacemaker from Heart, Open Approach",ICD10_PROC,ccs48
02PA3MZ,"Removal of Cardiac Lead from Heart, Percutaneous Approach",ICD10_PROC,ccs48
02PA3NZ,"Removal of Intracardiac Pacemaker from Heart, Percutaneous Approach",ICD10_PROC,ccs48
02PA4MZ,"Removal of Cardiac Lead from Heart, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02PA4NZ,"Removal of Intracardiac Pacemaker from Heart, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02PAXMZ,"Removal of Cardiac Lead from Heart, External Approach",ICD10_PROC,ccs48
02WA0MZ,"Revision of Cardiac Lead in Heart, Open Approach",ICD10_PROC,ccs48
02WA0NZ,"Revision of Intracardiac Pacemaker in Heart, Open Approach",ICD10_PROC,ccs48
02WA3MZ,"Revision of Cardiac Lead in Heart, Percutaneous Approach",ICD10_PROC,ccs48
02WA3NZ,"Revision of Intracardiac Pacemaker in Heart, Percutaneous Approach",ICD10_PROC,ccs48
02WA4MZ,"Revision of Cardiac Lead in Heart, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
02WA4NZ,"Revision of Intracardiac Pacemaker in Heart, Percutaneous Endoscopic Approach",ICD10_PROC,ccs48
0JH604Z,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH605Z,"Insertion of Pacemaker, Single Chamber Rate Responsive into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH606Z,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH607Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH608Z,"Insertion of Defibrillator Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH609Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH60AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH60PZ,"Insertion of Cardiac Rhythm Related Device into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH634Z,"Insertion of Pacemaker, Single Chamber into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH635Z,"Insertion of Pacemaker, Single Chamber Rate Responsive into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH636Z,"Insertion of Pacemaker, Dual Chamber into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH637Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH638Z,"Insertion of Defibrillator Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH639Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH63AZ,"Insertion of Contractility Modulation Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH63PZ,"Insertion of Cardiac Rhythm Related Device into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH804Z,"Insertion of Pacemaker, Single Chamber into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH805Z,"Insertion of Pacemaker, Single Chamber Rate Responsive into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH806Z,"Insertion of Pacemaker, Dual Chamber into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH807Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH808Z,"Insertion of Defibrillator Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH809Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH80AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH80PZ,"Insertion of Cardiac Rhythm Related Device into Abdomen Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH834Z,"Insertion of Pacemaker, Single Chamber into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH835Z,"Insertion of Pacemaker, Single Chamber Rate Responsive into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH836Z,"Insertion of Pacemaker, Dual Chamber into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH837Z,"Insertion of Cardiac Resynchronization Pacemaker Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH838Z,"Insertion of Defibrillator Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH839Z,"Insertion of Cardiac Resynchronization Defibrillator Pulse Generator into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH83AZ,"Insertion of Contractility Modulation Device into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH83PZ,"Insertion of Cardiac Rhythm Related Device into Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JPT0PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JPT3PZ,"Removal of Cardiac Rhythm Related Device from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JWT0PZ,"Revision of Cardiac Rhythm Related Device in Trunk Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JWT3PZ,"Revision of Cardiac Rhythm Related Device in Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JH60FZ,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JH63FZ,"Insertion of Subcutaneous Defibrillator Lead into Chest Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JPT0FZ,"Removal of Subcutaneous Defibrillator Lead from Trunk Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JPT3FZ,"Removal of Subcutaneous Defibrillator Lead from Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JWT0FZ,"Revision of Subcutaneous Defibrillator Lead in Trunk Subcutaneous Tissue and Fascia, Open Approach",ICD10_PROC,ccs48
0JWT3FZ,"Revision of Subcutaneous Defibrillator Lead in Trunk Subcutaneous Tissue and Fascia, Percutaneous Approach",ICD10_PROC,ccs48
0JWTXFZ,"Revision of Subcutaneous Defibrillator Lead in Trunk Subcutaneous Tissue and Fascia, External Approach",ICD10_PROC,ccs48
0408T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; pulse generator with transvenous electrodes",CPT_HCPCS,ccs48
0409T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; pulse generator only",CPT_HCPCS,ccs48
0410T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; atrial electrode only",CPT_HCPCS,ccs48
0411T,"Insertion or replacement of permanent cardiac contractility modulation system, including contractility evaluation when performed, and programming of sensing and therapeutic parameters; ventricular electrode only",CPT_HCPCS,ccs48
0412T,Removal of permanent cardiac contractility modulation system; pulse generator only,CPT_HCPCS,ccs48
0413T,Removal of permanent cardiac contractility modulation system; transvenous electrode (atrial or ventricular),CPT_HCPCS,ccs48
0414T,Removal and replacement of permanent cardiac contractility modulation system pulse generator only,CPT_HCPCS,ccs48
0415T,Repositioning of previously implanted cardiac contractility modulation transvenous electrode (atrial or ventricular lead),CPT_HCPCS,ccs48
0416T,Relocation of skin pocket for implanted cardiac contractility modulation pulse generator,CPT_HCPCS,ccs48
33202,"Insertion of epicardial electrode(s); open incision (eg, thoracotomy, median sternotomy, subxiphoid approach)",CPT_HCPCS,ccs48
33203,"Insertion of epicardial electrode(s); endoscopic approach (eg, thoracoscopy, pericardioscopy)",CPT_HCPCS,ccs48
33206,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial,CPT_HCPCS,ccs48
33207,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); ventricular,CPT_HCPCS,ccs48
33208,Insertion of new or replacement of permanent pacemaker with transvenous electrode(s); atrial and ventricular,CPT_HCPCS,ccs48
33210,Insertion or replacement of temporary transvenous single chamber cardiac electrode or pacemaker catheter (separate procedure),CPT_HCPCS,ccs48
33211,Insertion or replacement of temporary transvenous dual chamber pacing electrodes (separate procedure),CPT_HCPCS,ccs48
33212,Insertion of pacemaker pulse generator only; with existing single lead,CPT_HCPCS,ccs48
33213,Insertion of pacemaker pulse generator only; with existing dual leads,CPT_HCPCS,ccs48
33214,"Upgrade of implanted pacemaker system, conversion of single chamber system to dual chamber system (includes removal of previously placed pulse generator, testing of existing lead, insertion of new lead, insertion of new pulse generator)",CPT_HCPCS,ccs48
33215,Repositioning of previously implanted transvenous pacemaker or implantable defibrillator (right atrial or right ventricular) electrode,CPT_HCPCS,ccs48
33216,"Insertion of a single transvenous electrode, permanent pacemaker or implantable defibrillator",CPT_HCPCS,ccs48
33217,"Insertion of 2 transvenous electrodes, permanent pacemaker or implantable defibrillator",CPT_HCPCS,ccs48
33218,"Repair of single transvenous electrode, permanent pacemaker or implantable defibrillator",CPT_HCPCS,ccs48
33220,Repair of 2 transvenous electrodes for permanent pacemaker or implantable defibrillator,CPT_HCPCS,ccs48
33221,Insertion of pacemaker pulse generator only; with existing multiple leads,CPT_HCPCS,ccs48
33222,Relocation of skin pocket for pacemaker,CPT_HCPCS,ccs48
33223,Relocation of skin pocket for implantable defibrillator,CPT_HCPCS,ccs48
33224,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, with attachment to previously placed pacemaker or implantable defibrillator pulse generator (including revision of pocket, removal, insertion, and/or replacement of existing generator)",CPT_HCPCS,ccs48
33225,"Insertion of pacing electrode, cardiac venous system, for left ventricular pacing, at time of insertion of implantable defibrillator or pacemaker pulse generator (eg, for upgrade to dual chamber system) (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs48
33226,"Repositioning of previously implanted cardiac venous system (left ventricular) electrode (including removal, insertion and/or replacement of existing generator)",CPT_HCPCS,ccs48
33227,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; single lead system,CPT_HCPCS,ccs48
33228,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; dual lead system,CPT_HCPCS,ccs48
33229,Removal of permanent pacemaker pulse generator with replacement of pacemaker pulse generator; multiple lead system,CPT_HCPCS,ccs48
33230,Insertion of implantable defibrillator pulse generator only; with existing dual leads,CPT_HCPCS,ccs48
33231,Insertion of implantable defibrillator pulse generator only; with existing multiple leads,CPT_HCPCS,ccs48
33233,Removal of permanent pacemaker pulse generator only,CPT_HCPCS,ccs48
33234,"Removal of transvenous pacemaker electrode(s); single lead system, atrial or ventricular",CPT_HCPCS,ccs48
33235,Removal of transvenous pacemaker electrode(s); dual lead system,CPT_HCPCS,ccs48
33236,"Removal of permanent epicardial pacemaker and electrodes by thoracotomy; single lead system, atrial or ventricular",CPT_HCPCS,ccs48
33237,Removal of permanent epicardial pacemaker and electrodes by thoracotomy; dual lead system,CPT_HCPCS,ccs48
33238,Removal of permanent transvenous electrode(s) by thoracotomy,CPT_HCPCS,ccs48
33240,Insertion of implantable defibrillator pulse generator only; with existing single lead,CPT_HCPCS,ccs48
33241,Removal of implantable defibrillator pulse generator only,CPT_HCPCS,ccs48
33243,Removal of single or dual chamber implantable defibrillator electrode(s); by thoracotomy,CPT_HCPCS,ccs48
33244,Removal of single or dual chamber implantable defibrillator electrode(s); by transvenous extraction,CPT_HCPCS,ccs48
33249,"Insertion or replacement of permanent implantable defibrillator system, with transvenous lead(s), single or dual chamber",CPT_HCPCS,ccs48
33262,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; single lead system,CPT_HCPCS,ccs48
33263,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; dual lead system,CPT_HCPCS,ccs48
33264,Removal of implantable defibrillator pulse generator with replacement of implantable defibrillator pulse generator; multiple lead system,CPT_HCPCS,ccs48
33270,"Insertion or replacement of permanent subcutaneous implantable defibrillator system, with subcutaneous electrode, including defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters, when performed",CPT_HCPCS,ccs48
33271,Insertion of subcutaneous implantable defibrillator electrode,CPT_HCPCS,ccs48
33272,Removal of subcutaneous implantable defibrillator electrode,CPT_HCPCS,ccs48
33273,Repositioning of previously implanted subcutaneous implantable defibrillator electrode,CPT_HCPCS,ccs48
G0448,"Insertion or replacement of a permanent pacing cardioverter-defibrillator system with transvenous lead(s), single or dual chamber with insertion of pacing electrode, cardiac venous system, for left ventricular pacing",CPT_HCPCS,ccs48
0515T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; complete system (includes electrode and generator [transmitter and battery])",CPT_HCPCS,ccs48
0516T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; electrode only",CPT_HCPCS,ccs48
0517T,"Insertion of wireless cardiac stimulator for left ventricular pacing, including device interrogation and programming, and imaging supervision and interpretation, when performed; pulse generator component(s) (battery and/or transmitter) only",CPT_HCPCS,ccs48
0518T,Removal of only pulse generator component(s) (battery and/or transmitter) of wireless cardiac stimulator for left ventricular pacing,CPT_HCPCS,ccs48
0519T,Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter),CPT_HCPCS,ccs48
0520T,"Removal and replacement of wireless cardiac stimulator for left ventricular pacing; pulse generator component(s) (battery and/or transmitter), including placement of a new electrode",CPT_HCPCS,ccs48
0571T,"Insertion or replacement of implantable cardioverter-defibrillator system with substernal electrode(s), including all imaging guidance and electrophysiological evaluation (includes defibrillation threshold evaluation, induction of arrhythmia, evaluation of sensing for arrhythmia termination, and programming or reprogramming of sensing or therapeutic parameters), when performed",CPT_HCPCS,ccs48
0572T,Insertion of substernal implantable defibrillator electrode,CPT_HCPCS,ccs48
0573T,Removal of substernal implantable defibrillator electrode,CPT_HCPCS,ccs48
0574T,Repositioning of previously implanted substernal implantable defibrillator-pacing electrode,CPT_HCPCS,ccs48
0580T,Removal of substernal implantable defibrillator pulse generator only,CPT_HCPCS,ccs48
0614T,Removal and replacement of substernal implantable defibrillator pulse generator,CPT_HCPCS,ccs48
33274,"Transcatheter insertion or replacement of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography) and device evaluation (eg, interrogation or programming), when performed",CPT_HCPCS,ccs48
33275,"Transcatheter removal of permanent leadless pacemaker, right ventricular, including imaging guidance (eg, fluoroscopy, venous ultrasound, ventriculography, femoral venography), when performed",CPT_HCPCS,ccs48
222,Cardiac Defibrillator Implant With Cardiac Catheterization With AMI/HF/shock With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
223,Cardiac Defibrillator Implant With Cardiac Catheterization With AMI/HF/shock Without Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
224,Cardiac Defibrillator Implant With Cardiac Catheterization Without AMI/HF/shock With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
225,Cardiac Defibrillator Implant With Cardiac Catheterization Without AMI/HF/shock Without Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
226,Cardiac Defibrillator Implant Without Cardiac Catheterization With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
227,Cardiac Defibrillator Implant Without Cardiac Catheterization Without Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
242,Permanent Cardiac Pacemaker Implant With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
243,Permanent Cardiac Pacemaker Implant With Complication or Comorbidity (CC),MSDRG,ccs48
244,Permanent Cardiac Pacemaker Implant Without Complication or Comorbidity (CC)/Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
245,AICD Generator Procedures,MSDRG,ccs48
258,Cardiac Pacemaker Device Replacement With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
259,Cardiac Pacemaker Device Replacement Without Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
260,Cardiac Pacemaker Revision Except Device Replacement With Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
261,Cardiac Pacemaker Revision Except Device Replacement With Complication or Comorbidity (CC),MSDRG,ccs48
262,Cardiac Pacemaker Revision Except Device Replacement Without Complication or Comorbidity (CC)/Major Complication or Comorbidity (MComplication or Comorbidity (CC)),MSDRG,ccs48
265,AICD Lead Procedures,MSDRG,ccs48
