code,code_description,code_type,ccs
03CV0ZZ,Extirpation of Matter from L Thyroid Art - Open Approach,ICD10_PROC,
03CV3Z6,Extirpate matter from L Thyroid Art - Bifurc - Perc,ICD10_PROC,
03CV3ZZ,Extirpation of Matter from L Thyroid Art - Perc Approach,ICD10_PROC,
03CV4Z6,Extirpate matter from L Thyroid Art - Bifurc - Perc Endo,ICD10_PROC,
03CV4ZZ,Extirpation of Matter from L Thyroid Art - Perc Endo Approach,ICD10_PROC,
035G0ZZ,Destruction of Intracranial Artery - Open Approach,ICD10_PROC,
035G3ZZ,Destruction of Intracranial Artery - Percutaneous Approach,ICD10_PROC,
035G4ZZ,Destruction of Intracranial Artery - Perc Endo Approach,ICD10_PROC,
035H0ZZ,Destruction of Right Common Carotid Artery - Open Approach,ICD10_PROC,
035H3ZZ,Destruction of Right Common Carotid Artery - Perc Approach,ICD10_PROC,
035H4ZZ,Destruction of R Com Carotid - Perc Endo Approach,ICD10_PROC,
035J0ZZ,Destruction of Left Common Carotid Artery - Open Approach,ICD10_PROC,
035J3ZZ,Destruction of Left Common Carotid Artery - Perc Approach,ICD10_PROC,
035J4ZZ,Destruction of L Com Carotid - Perc Endo Approach,ICD10_PROC,
035K0ZZ,Destruction of Right Internal Carotid Artery - Open Approach,ICD10_PROC,
035K3ZZ,Destruction of Right Internal Carotid Artery - Perc Approach,ICD10_PROC,
035K4ZZ,Destruction of R Int Carotid - Perc Endo Approach,ICD10_PROC,
035L0ZZ,Destruction of Left Internal Carotid Artery - Open Approach,ICD10_PROC,
035L3ZZ,Destruction of Left Internal Carotid Artery - Perc Approach,ICD10_PROC,
035L4ZZ,Destruction of L Int Carotid - Perc Endo Approach,ICD10_PROC,
035M0ZZ,Destruction of Right External Carotid Artery - Open Approach,ICD10_PROC,
035M3ZZ,Destruction of Right External Carotid Artery - Perc Approach,ICD10_PROC,
035M4ZZ,Destruction of R Ext Carotid - Perc Endo Approach,ICD10_PROC,
035N0ZZ,Destruction of Left External Carotid Artery - Open Approach,ICD10_PROC,
035N3ZZ,Destruction of Left External Carotid Artery - Perc Approach,ICD10_PROC,
035N4ZZ,Destruction of L Ext Carotid - Perc Endo Approach,ICD10_PROC,
035P0ZZ,Destruction of Right Vertebral Artery - Open Approach,ICD10_PROC,
035P3ZZ,Destruction of Right Vertebral Artery - Percutaneous Approach,ICD10_PROC,
035P4ZZ,Destruction of Right Vertebral Artery - Perc Endo Approach,ICD10_PROC,
035Q0ZZ,Destruction of Left Vertebral Artery - Open Approach,ICD10_PROC,
035Q3ZZ,Destruction of Left Vertebral Artery - Percutaneous Approach,ICD10_PROC,
035Q4ZZ,Destruction of Left Vertebral Artery - Perc Endo Approach,ICD10_PROC,
035R0ZZ,Destruction of Face Artery - Open Approach,ICD10_PROC,
035R3ZZ,Destruction of Face Artery - Percutaneous Approach,ICD10_PROC,
035R4ZZ,Destruction of Face Artery - Percutaneous Endoscopic Approach,ICD10_PROC,
035S0ZZ,Destruction of Right Temporal Artery - Open Approach,ICD10_PROC,
035S3ZZ,Destruction of Right Temporal Artery - Percutaneous Approach,ICD10_PROC,
035S4ZZ,Destruction of Right Temporal Artery - Perc Endo Approach,ICD10_PROC,
035T0ZZ,Destruction of Left Temporal Artery - Open Approach,ICD10_PROC,
035T3ZZ,Destruction of Left Temporal Artery - Percutaneous Approach,ICD10_PROC,
035T4ZZ,Destruction of Left Temporal Artery - Perc Endo Approach,ICD10_PROC,
035U0ZZ,Destruction of Right Thyroid Artery - Open Approach,ICD10_PROC,
035U3ZZ,Destruction of Right Thyroid Artery - Percutaneous Approach,ICD10_PROC,
035U4ZZ,Destruction of Right Thyroid Artery - Perc Endo Approach,ICD10_PROC,
035V0ZZ,Destruction of Left Thyroid Artery - Open Approach,ICD10_PROC,
035V3ZZ,Destruction of Left Thyroid Artery - Percutaneous Approach,ICD10_PROC,
035V4ZZ,Destruction of Left Thyroid Artery - Perc Endo Approach,ICD10_PROC,
037G046,Dilate Intracran Art - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,
037G04Z,Dilate of Intracran Art with Drug-elut Intra - Open Approach,ICD10_PROC,
037G056,Dilate Intracran Art - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,
037G05Z,Dilation of Intracran Art with 2 Drug-elut - Open Approach,ICD10_PROC,
037G066,Dilate Intracran Art - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,
037G06Z,Dilation of Intracran Art with 3 Drug-elut - Open Approach,ICD10_PROC,
037G076,Dilate Intracran Art - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,
037G07Z,Dilation of Intracran Art with 4 Drug-elut - Open Approach,ICD10_PROC,
037G0D6,Dilate Intracran Art - Bifurc - w Intralum Dev - Open,ICD10_PROC,
037G0DZ,Dilation of Intracran Art with Intralum Dev - Open Approach,ICD10_PROC,
037G0E6,Dilate Intracran Art - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,
037G0EZ,Dilation of Intracran Art with 2 Intralum Dev - Open Approach,ICD10_PROC,
037G0F6,Dilate Intracran Art - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,
037G0FZ,Dilation of Intracran Art with 3 Intralum Dev - Open Approach,ICD10_PROC,
037G0G6,Dilate Intracran Art - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,
037G0GZ,Dilate of Intracran Art with 4+ Intralum Dev - Open Approach,ICD10_PROC,
037G0Z6,Dilation of Intracranial Artery - Bifurcation - Open Approach,ICD10_PROC,
037G0ZZ,Dilation of Intracranial Artery - Open Approach,ICD10_PROC,
037G346,Dilate Intracran Art - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,
037G34Z,Dilate of Intracran Art with Drug-elut Intra - Perc Approach,ICD10_PROC,
037G356,Dilate Intracran Art - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,
037G35Z,Dilation of Intracran Art with 2 Drug-elut - Perc Approach,ICD10_PROC,
037G366,Dilate Intracran Art - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,
037G36Z,Dilation of Intracran Art with 3 Drug-elut - Perc Approach,ICD10_PROC,
037G376,Dilate Intracran Art - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,
037G37Z,Dilation of Intracran Art with 4 Drug-elut - Perc Approach,ICD10_PROC,
037G3D6,Dilate Intracran Art - Bifurc - w Intralum Dev - Perc,ICD10_PROC,
037G3DZ,Dilation of Intracran Art with Intralum Dev - Perc Approach,ICD10_PROC,
037G3E6,Dilate Intracran Art - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,
037G3EZ,Dilation of Intracran Art with 2 Intralum Dev - Perc Approach,ICD10_PROC,
037G3F6,Dilate Intracran Art - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,
037G3FZ,Dilation of Intracran Art with 3 Intralum Dev - Perc Approach,ICD10_PROC,
037G3G6,Dilate Intracran Art - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,
037G3GZ,Dilate of Intracran Art with 4+ Intralum Dev - Perc Approach,ICD10_PROC,
037G3Z6,Dilation of Intracranial Artery - Bifurcation - Perc Approach,ICD10_PROC,
037G3ZZ,Dilation of Intracranial Artery - Percutaneous Approach,ICD10_PROC,
037G446,Dilate Intracran Art - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,
037G44Z,Dilate Intracran Art w Drug-elut Intra - Perc Endo,ICD10_PROC,
037G456,Dilate Intracran Art - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,
037G45Z,Dilate of Intracran Art with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,
037G466,Dilate Intracran Art - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,
037G46Z,Dilate of Intracran Art with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,
037G476,Dilate Intracran Art - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,
037G47Z,Dilate of Intracran Art with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,
037G4D6,Dilate Intracran Art - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,
037G4DZ,Dilate Intracran Art w Intralum Dev - Perc Endo,ICD10_PROC,
037G4E6,Dilate Intracran Art - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037G4EZ,Dilate Intracran Art w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037G4F6,Dilate Intracran Art - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037G4FZ,Dilate Intracran Art w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037G4G6,Dilate Intracran Art - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037G4GZ,Dilate Intracran Art w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037G4Z6,Dilation of Intracranial Artery - Bifurc - Perc Endo Approach,ICD10_PROC,
037G4ZZ,Dilation of Intracranial Artery - Perc Endo Approach,ICD10_PROC,
037H046,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,
037H04Z,Dilate of R Com Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,
037H056,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,
037H05Z,Dilation of R Com Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,
037H066,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,
037H06Z,Dilation of R Com Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,
037H076,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,
037H07Z,Dilation of R Com Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,
037H0D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,
037H0DZ,Dilation of R Com Carotid with Intralum Dev - Open Approach,ICD10_PROC,
037H0E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,
037H0EZ,Dilation of R Com Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,
037H0F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,
037H0FZ,Dilation of R Com Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,
037H0G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,
037H0GZ,Dilate of R Com Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,
037H0Z6,Dilation of R Com Carotid - Bifurc - Open Approach,ICD10_PROC,
037H0ZZ,Dilation of Right Common Carotid Artery - Open Approach,ICD10_PROC,
037H346,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,
037H34Z,Dilate of R Com Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,
037H356,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,
037H35Z,Dilation of R Com Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,
037H366,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,
037H36Z,Dilation of R Com Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,
037H376,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,
037H37Z,Dilation of R Com Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,
037H3D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,
037H3DZ,Dilation of R Com Carotid with Intralum Dev - Perc Approach,ICD10_PROC,
037H3E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,
037H3EZ,Dilation of R Com Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,
037H3F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,
037H3FZ,Dilation of R Com Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,
037H3G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,
037H3GZ,Dilate of R Com Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,
037H3Z6,Dilation of R Com Carotid - Bifurc - Perc Approach,ICD10_PROC,
037H3ZZ,Dilation of Right Common Carotid Artery - Perc Approach,ICD10_PROC,
037H446,Dilate R Com Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,
037H44Z,Dilate R Com Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,
037H456,Dilate R Com Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,
037H45Z,Dilate of R Com Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,
037H466,Dilate R Com Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,
037H46Z,Dilate of R Com Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,
037H476,Dilate R Com Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,
037H47Z,Dilate of R Com Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,
037H4D6,Dilate R Com Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,
037H4DZ,Dilate R Com Carotid w Intralum Dev - Perc Endo,ICD10_PROC,
037H4E6,Dilate R Com Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037H4EZ,Dilate R Com Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037H4F6,Dilate R Com Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037H4FZ,Dilate R Com Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037H4G6,Dilate R Com Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037H4GZ,Dilate R Com Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037H4Z6,Dilation of R Com Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,
037H4ZZ,Dilation of Right Common Carotid Artery - Perc Endo Approach,ICD10_PROC,
037J046,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,
037J04Z,Dilate of L Com Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,
037J056,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,
037J05Z,Dilation of L Com Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,
037J066,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,
037J06Z,Dilation of L Com Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,
037J076,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,
037J07Z,Dilation of L Com Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,
037J0D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,
037J0DZ,Dilation of L Com Carotid with Intralum Dev - Open Approach,ICD10_PROC,
037J0E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,
037J0EZ,Dilation of L Com Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,
037J0F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,
037J0FZ,Dilation of L Com Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,
037J0G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,
037J0GZ,Dilate of L Com Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,
037J0Z6,Dilation of L Com Carotid - Bifurc - Open Approach,ICD10_PROC,
037J0ZZ,Dilation of Left Common Carotid Artery - Open Approach,ICD10_PROC,
037J346,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Perc,ICD10_PROC,
037J34Z,Dilate of L Com Carotid with Drug-elut Intra - Perc Approach,ICD10_PROC,
037J356,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Perc,ICD10_PROC,
037J35Z,Dilation of L Com Carotid with 2 Drug-elut - Perc Approach,ICD10_PROC,
037J366,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Perc,ICD10_PROC,
037J36Z,Dilation of L Com Carotid with 3 Drug-elut - Perc Approach,ICD10_PROC,
037J376,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Perc,ICD10_PROC,
037J37Z,Dilation of L Com Carotid with 4 Drug-elut - Perc Approach,ICD10_PROC,
037J3D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Perc,ICD10_PROC,
037J3DZ,Dilation of L Com Carotid with Intralum Dev - Perc Approach,ICD10_PROC,
037J3E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Perc,ICD10_PROC,
037J3EZ,Dilation of L Com Carotid with 2 Intralum Dev - Perc Approach,ICD10_PROC,
037J3F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Perc,ICD10_PROC,
037J3FZ,Dilation of L Com Carotid with 3 Intralum Dev - Perc Approach,ICD10_PROC,
037J3G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Perc,ICD10_PROC,
037J3GZ,Dilate of L Com Carotid with 4+ Intralum Dev - Perc Approach,ICD10_PROC,
037J3Z6,Dilation of L Com Carotid - Bifurc - Perc Approach,ICD10_PROC,
037J3ZZ,Dilation of Left Common Carotid Artery - Perc Approach,ICD10_PROC,
037J446,Dilate L Com Carotid - Bifurc - w Drug-elut Intra - Perc Endo,ICD10_PROC,
037J44Z,Dilate L Com Carotid w Drug-elut Intra - Perc Endo,ICD10_PROC,
037J456,Dilate L Com Carotid - Bifurc - w 2 Drug-elut - Perc Endo,ICD10_PROC,
037J45Z,Dilate of L Com Carotid with 2 Drug-elut - Perc Endo Approach,ICD10_PROC,
037J466,Dilate L Com Carotid - Bifurc - w 3 Drug-elut - Perc Endo,ICD10_PROC,
037J46Z,Dilate of L Com Carotid with 3 Drug-elut - Perc Endo Approach,ICD10_PROC,
037J476,Dilate L Com Carotid - Bifurc - w 4 Drug-elut - Perc Endo,ICD10_PROC,
037J47Z,Dilate of L Com Carotid with 4 Drug-elut - Perc Endo Approach,ICD10_PROC,
037J4D6,Dilate L Com Carotid - Bifurc - w Intralum Dev - Perc Endo,ICD10_PROC,
037J4DZ,Dilate L Com Carotid w Intralum Dev - Perc Endo,ICD10_PROC,
037J4E6,Dilate L Com Carotid - Bifurc - w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037J4EZ,Dilate L Com Carotid w 2 Intralum Dev - Perc Endo,ICD10_PROC,
037J4F6,Dilate L Com Carotid - Bifurc - w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037J4FZ,Dilate L Com Carotid w 3 Intralum Dev - Perc Endo,ICD10_PROC,
037J4G6,Dilate L Com Carotid - Bifurc - w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037J4GZ,Dilate L Com Carotid w 4+ Intralum Dev - Perc Endo,ICD10_PROC,
037J4Z6,Dilation of L Com Carotid - Bifurc - Perc Endo Approach,ICD10_PROC,
037J4ZZ,Dilation of Left Common Carotid Artery - Perc Endo Approach,ICD10_PROC,
037K046,Dilate R Int Carotid - Bifurc - w Drug-elut Intra - Open,ICD10_PROC,
037K04Z,Dilate of R Int Carotid with Drug-elut Intra - Open Approach,ICD10_PROC,
037K056,Dilate R Int Carotid - Bifurc - w 2 Drug-elut - Open,ICD10_PROC,
037K05Z,Dilation of R Int Carotid with 2 Drug-elut - Open Approach,ICD10_PROC,
037K066,Dilate R Int Carotid - Bifurc - w 3 Drug-elut - Open,ICD10_PROC,
037K06Z,Dilation of R Int Carotid with 3 Drug-elut - Open Approach,ICD10_PROC,
037K076,Dilate R Int Carotid - Bifurc - w 4 Drug-elut - Open,ICD10_PROC,
037K07Z,Dilation of R Int Carotid with 4 Drug-elut - Open Approach,ICD10_PROC,
037K0D6,Dilate R Int Carotid - Bifurc - w Intralum Dev - Open,ICD10_PROC,
037K0DZ,Dilation of R Int Carotid with Intralum Dev - Open Approach,ICD10_PROC,
037K0E6,Dilate R Int Carotid - Bifurc - w 2 Intralum Dev - Open,ICD10_PROC,
037K0EZ,Dilation of R Int Carotid with 2 Intralum Dev - Open Approach,ICD10_PROC,
037K0F6,Dilate R Int Carotid - Bifurc - w 3 Intralum Dev - Open,ICD10_PROC,
037K0FZ,Dilation of R Int Carotid with 3 Intralum Dev - Open Approach,ICD10_PROC,
037K0G6,Dilate R Int Carotid - Bifurc - w 4+ Intralum Dev - Open,ICD10_PROC,
037K0GZ,Dilate of R Int Carotid with 4+ Intralum Dev - Open Approach,ICD10_PROC,
037K0Z6,Dilation of R Int Carotid - Bifurc - Open Approach,ICD10_PROC,
