code,code_description,code_type,ccs
02704T6,"Dilation of Coronary Artery, One Artery, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02704TZ,"Dilation of Coronary Artery, One Artery with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02704Z6,"Dilation of Coronary Artery, One Artery, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02704ZZ,"Dilation of Coronary Artery, One Artery, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0271346,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
027134Z,"Dilation of Coronary Artery, Two Arteries with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
0271356,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027135Z,"Dilation of Coronary Artery, Two Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0271366,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027136Z,"Dilation of Coronary Artery, Two Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0271376,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027137Z,"Dilation of Coronary Artery, Two Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713D6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02713DZ,"Dilation of Coronary Artery, Two Arteries with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02713EZ,"Dilation of Coronary Artery, Two Arteries with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713F6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713FZ,"Dilation of Coronary Artery, Two Arteries with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713G6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713GZ,"Dilation of Coronary Artery, Two Arteries with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02713T6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02713TZ,"Dilation of Coronary Artery, Two Arteries with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02713Z6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02713ZZ,"Dilation of Coronary Artery, Two Arteries, Percutaneous Approach",ICD10_PROC,ccs45
0271446,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027144Z,"Dilation of Coronary Artery, Two Arteries with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0271456,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027145Z,"Dilation of Coronary Artery, Two Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0271466,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027146Z,"Dilation of Coronary Artery, Two Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0271476,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027147Z,"Dilation of Coronary Artery, Two Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714D6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714DZ,"Dilation of Coronary Artery, Two Arteries with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714EZ,"Dilation of Coronary Artery, Two Arteries with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714F6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714FZ,"Dilation of Coronary Artery, Two Arteries with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714G6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714GZ,"Dilation of Coronary Artery, Two Arteries with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714T6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714TZ,"Dilation of Coronary Artery, Two Arteries with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714Z6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02714ZZ,"Dilation of Coronary Artery, Two Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0272346,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
027234Z,"Dilation of Coronary Artery, Three Arteries with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
0272356,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027235Z,"Dilation of Coronary Artery, Three Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0272366,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027236Z,"Dilation of Coronary Artery, Three Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0272376,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027237Z,"Dilation of Coronary Artery, Three Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723D6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02723DZ,"Dilation of Coronary Artery, Three Arteries with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02723EZ,"Dilation of Coronary Artery, Three Arteries with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723F6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723FZ,"Dilation of Coronary Artery, Three Arteries with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723G6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723GZ,"Dilation of Coronary Artery, Three Arteries with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02723T6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02723TZ,"Dilation of Coronary Artery, Three Arteries with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02723Z6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02723ZZ,"Dilation of Coronary Artery, Three Arteries, Percutaneous Approach",ICD10_PROC,ccs45
0272446,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027244Z,"Dilation of Coronary Artery, Three Arteries with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0272456,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027245Z,"Dilation of Coronary Artery, Three Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0272466,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027246Z,"Dilation of Coronary Artery, Three Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0272476,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027247Z,"Dilation of Coronary Artery, Three Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724D6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724DZ,"Dilation of Coronary Artery, Three Arteries with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724EZ,"Dilation of Coronary Artery, Three Arteries with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724F6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724FZ,"Dilation of Coronary Artery, Three Arteries with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724G6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724GZ,"Dilation of Coronary Artery, Three Arteries with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724T6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724TZ,"Dilation of Coronary Artery, Three Arteries with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724Z6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02724ZZ,"Dilation of Coronary Artery, Three Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0273346,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
027334Z,"Dilation of Coronary Artery, Four or More Arteries with Drug-eluting Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
0273356,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027335Z,"Dilation of Coronary Artery, Four or More Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0273366,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027336Z,"Dilation of Coronary Artery, Four or More Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
0273376,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
027337Z,"Dilation of Coronary Artery, Four or More Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733D6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02733DZ,"Dilation of Coronary Artery, Four or More Arteries with Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02733EZ,"Dilation of Coronary Artery, Four or More Arteries with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733F6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733FZ,"Dilation of Coronary Artery, Four or More Arteries with Three Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733G6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733GZ,"Dilation of Coronary Artery, Four or More Arteries with Four or More Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02733T6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02733TZ,"Dilation of Coronary Artery, Four or More Arteries with Radioactive Intraluminal Device, Percutaneous Approach",ICD10_PROC,ccs45
02733Z6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02733ZZ,"Dilation of Coronary Artery, Four or More Arteries, Percutaneous Approach",ICD10_PROC,ccs45
0273446,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027344Z,"Dilation of Coronary Artery, Four or More Arteries with Drug-eluting Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0273456,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027345Z,"Dilation of Coronary Artery, Four or More Arteries with Two Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0273466,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027346Z,"Dilation of Coronary Artery, Four or More Arteries with Three Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
0273476,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
027347Z,"Dilation of Coronary Artery, Four or More Arteries with Four or More Drug-eluting Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734D6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734DZ,"Dilation of Coronary Artery, Four or More Arteries with Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734EZ,"Dilation of Coronary Artery, Four or More Arteries with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734F6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734FZ,"Dilation of Coronary Artery, Four or More Arteries with Three Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734G6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734GZ,"Dilation of Coronary Artery, Four or More Arteries with Four or More Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734T6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734TZ,"Dilation of Coronary Artery, Four or More Arteries with Radioactive Intraluminal Device, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734Z6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02734ZZ,"Dilation of Coronary Artery, Four or More Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C03Z6,"Extirpation of Matter from Coronary Artery, One Artery, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02C03ZZ,"Extirpation of Matter from Coronary Artery, One Artery, Percutaneous Approach",ICD10_PROC,ccs45
02C04Z6,"Extirpation of Matter from Coronary Artery, One Artery, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C04ZZ,"Extirpation of Matter from Coronary Artery, One Artery, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C13Z6,"Extirpation of Matter from Coronary Artery, Two Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02C13ZZ,"Extirpation of Matter from Coronary Artery, Two Arteries, Percutaneous Approach",ICD10_PROC,ccs45
02C14Z6,"Extirpation of Matter from Coronary Artery, Two Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C14ZZ,"Extirpation of Matter from Coronary Artery, Two Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C23Z6,"Extirpation of Matter from Coronary Artery, Three Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02C23ZZ,"Extirpation of Matter from Coronary Artery, Three Arteries, Percutaneous Approach",ICD10_PROC,ccs45
02C24Z6,"Extirpation of Matter from Coronary Artery, Three Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C24ZZ,"Extirpation of Matter from Coronary Artery, Three Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C33Z6,"Extirpation of Matter from Coronary Artery, Four or More Arteries, Bifurcation, Percutaneous Approach",ICD10_PROC,ccs45
02C33ZZ,"Extirpation of Matter from Coronary Artery, Four or More Arteries, Percutaneous Approach",ICD10_PROC,ccs45
02C34Z6,"Extirpation of Matter from Coronary Artery, Four or More Arteries, Bifurcation, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02C34ZZ,"Extirpation of Matter from Coronary Artery, Four or More Arteries, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02703E6,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02704E6,"Dilation of Coronary Artery, One Artery, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02713E6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02714E6,"Dilation of Coronary Artery, Two Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02723E6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02724E6,"Dilation of Coronary Artery, Three Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
02733E6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Approach",ICD10_PROC,ccs45
02734E6,"Dilation of Coronary Artery, Four or More Arteries, Bifurcation, with Two Intraluminal Devices, Percutaneous Endoscopic Approach",ICD10_PROC,ccs45
92920,Percutaneous transluminal coronary angioplasty; single major coronary artery or branch,CPT_HCPCS,ccs45
92921,Percutaneous transluminal coronary angioplasty; each additional branch of a major coronary artery (List separately in addition to code for primary procedure),CPT_HCPCS,ccs45
92924,"Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; single major coronary artery or branch",CPT_HCPCS,ccs45
92925,"Percutaneous transluminal coronary atherectomy, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
92928,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch",CPT_HCPCS,ccs45
92929,"Percutaneous transcatheter placement of intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
92933,"Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; single major coronary artery or branch",CPT_HCPCS,ccs45
92934,"Percutaneous transluminal coronary atherectomy, with intracoronary stent, with coronary angioplasty when performed; each additional branch of a major coronary artery (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
92937,"Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; single vessel",CPT_HCPCS,ccs45
92938,"Percutaneous transluminal revascularization of or through coronary artery bypass graft (internal mammary, free arterial, venous), any combination of intracoronary stent, atherectomy and angioplasty, including distal protection when performed; each additional branch subtended by the bypass graft (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
92941,"Percutaneous transluminal revascularization of acute total/subtotal occlusion during acute myocardial infarction, coronary artery or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty, including aspiration thrombectomy when performed, single vessel",CPT_HCPCS,ccs45
92943,"Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; single vessel",CPT_HCPCS,ccs45
92944,"Percutaneous transluminal revascularization of chronic total occlusion, coronary artery, coronary artery branch, or coronary artery bypass graft, any combination of intracoronary stent, atherectomy and angioplasty; each additional coronary artery, coronary artery branch, or bypass graft (List separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
92973,Percutaneous transluminal coronary thrombectomy mechanical (List separately in addition to code for primary procedure),CPT_HCPCS,ccs45
C9600,"Percutaneous transcatheter placement of drug eluting intracoronary stent(s), with coronary angioplasty when performed; single major coronary artery or branch",CPT_HCPCS,ccs45
C9601,"Percutaneous transcatheter placement of drug-eluting intracoronary stent(s), with coronary angioplasty when performed; each additional branch of a major coronary artery (list separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
C9602,"Percutaneous transluminal coronary atherectomy, with drug eluting intracoronary stent, with coronary angioplasty when performed; single major coronary artery or branch",CPT_HCPCS,ccs45
C9603,"Percutaneous transluminal coronary atherectomy, with drug-eluting intracoronary stent, with coronary angioplasty when performed; each additional branch of a major coronary artery (list separately in addition to code for primary procedure)",CPT_HCPCS,ccs45
