code,code_description,code_type,ccs
0SRD0M9,"Replacement of Left Knee Joint with Lateral Unicondylar Synthetic Substitute, Cemented, Open Approach",ICD10_PROC,ccs152
0SRD0MA,"Replacement of Left Knee Joint with Lateral Unicondylar Synthetic Substitute, Uncemented, Open Approach",ICD10_PROC,ccs152
0SRD0MZ,"Replacement of Left Knee Joint with Lateral Unicondylar Synthetic Substitute, Open Approach",ICD10_PROC,ccs152
0SRD0N9,"Replacement of Left Knee Joint with Patellofemoral Synthetic Substitute, Cemented, Open Approach",ICD10_PROC,ccs152
0SRD0NA,"Replacement of Left Knee Joint with Patellofemoral Synthetic Substitute, Uncemented, Open Approach",ICD10_PROC,ccs152
0SRD0NZ,"Replacement of Left Knee Joint with Patellofemoral Synthetic Substitute, Open Approach",ICD10_PROC,ccs152
27420,"Reconstruction of dislocating patella; (eg, Hauser type procedure)",CPT_HCPCS,ccs152
27422,"Reconstruction of dislocating patella; with extensor realignment and/or muscle advancement or release (eg, Campbell, Goldwaite type procedure)",CPT_HCPCS,ccs152
27424,Reconstruction of dislocating patella; with patellectomy,CPT_HCPCS,ccs152
27427,"Ligamentous reconstruction (augmentation), knee; extra-articular",CPT_HCPCS,ccs152
27428,"Ligamentous reconstruction (augmentation), knee; intra-articular (open)",CPT_HCPCS,ccs152
27429,"Ligamentous reconstruction (augmentation), knee; intra-articular (open) and extra-articular",CPT_HCPCS,ccs152
27437,"Arthroplasty, patella; without prosthesis",CPT_HCPCS,ccs152
27438,"Arthroplasty, patella; with prosthesis",CPT_HCPCS,ccs152
27440,"Arthroplasty, knee, tibial plateau;",CPT_HCPCS,ccs152
27441,"Arthroplasty, knee, tibial plateau; with debridement and partial synovectomy",CPT_HCPCS,ccs152
27442,"Arthroplasty, femoral condyles or tibial plateau(s), knee;",CPT_HCPCS,ccs152
27443,"Arthroplasty, femoral condyles or tibial plateau(s), knee; with debridement and partial synovectomy",CPT_HCPCS,ccs152
27445,"Arthroplasty, knee, hinge prosthesis (eg, Walldius type)",CPT_HCPCS,ccs152
27446,"Arthroplasty, knee, condyle and plateau; medial OR lateral compartment",CPT_HCPCS,ccs152
27447,"Arthroplasty, knee, condyle and plateau; medial AND lateral compartments with or without patella resurfacing (total knee arthroplasty)",CPT_HCPCS,ccs152
27486,"Revision of total knee arthroplasty, with or without allograft; 1 component",CPT_HCPCS,ccs152
27487,"Revision of total knee arthroplasty, with or without allograft; femoral and entire tibial component",CPT_HCPCS,ccs152
G0428,"Collagen meniscus implant procedure for filling meniscal defects (e.g., cmi, collagen scaffold, menaflex)",CPT_HCPCS,ccs152
461,Bilateral Or Multiple Major Joint Procedures Of Lower Extremity With Major Complication or Comorbidity (MCC),MSDRG,ccs152
462,Bilateral Or Multiple Major Joint Procedures Of Lower Extremity Without Major Complication or Comorbidity (MCC),MSDRG,ccs152
466,Revision Of Hip Or Knee Replacement With Major Complication or Comorbidity (MCC),MSDRG,ccs152
467,Revision Of Hip Or Knee Replacement With Complication or Comorbidity (CC),MSDRG,ccs152
468,Revision Of Hip Or Knee Replacement Without Complication or Comorbidity (CC)/Major Complication or Comorbidity (MCC),MSDRG,ccs152
469,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity With Major Complication or Comorbidity (MCC) Or Total Ankle Replacement,MSDRG,ccs152
470,Major Hip And Knee Joint Replacement Or Reattachment Of Lower Extremity Without Major Complication or Comorbidity (MCC),MSDRG,ccs152
