code,code_description,code_type,ccs
03120AK,"Bypass Innom Art to L Extracran Art w Autol Art, Open",ICD10_PROC,
03120J0,"Bypass Innom Art to R Up Arm Art w Synth Sub, Open",ICD10_PROC,
03120J1,"Bypass Innom Art to L Up Arm Art w Synth Sub, Open",ICD10_PROC,
03120J2,"Bypass Innom Art to Bi Up Arm Art w Synth Sub, Open",ICD10_PROC,
03120J3,"Bypass Innom Art to R Low Arm Art w Synth Sub, Open",ICD10_PROC,
03120J4,"Bypass Innom Art to L Low Arm Art w Synth Sub, Open",ICD10_PROC,
03120J5,"Bypass Innom Art to Bi Low Arm Art w Synth Sub, Open",ICD10_PROC,
03120J6,"Bypass Innom Art to R Up Leg Art w Synth Sub, Open",ICD10_PROC,
03120J7,"Bypass Innom Art to L Up Leg Art w Synth Sub, Open",ICD10_PROC,
03120J8,"Bypass Innom Art to Bi Up Leg Art w Synth Sub, Open",ICD10_PROC,
03120J9,"Bypass Innom Art to R Low Leg Art w Synth Sub, Open",ICD10_PROC,
03120JB,"Bypass Innom Art to L Low Leg Art w Synth Sub, Open",ICD10_PROC,
03120JC,"Bypass Innom Art to Bi Low Leg Art w Synth Sub, Open",ICD10_PROC,
03120JD,"Bypass Innom Art to Up Arm Vein w Synth Sub, Open",ICD10_PROC,
03120JF,"Bypass Innom Art to Low Arm Vein w Synth Sub, Open",ICD10_PROC,
03120JJ,"Bypass Innom Art to R Extracran Art w Synth Sub, Open",ICD10_PROC,
03120JK,"Bypass Innom Art to L Extracran Art w Synth Sub, Open",ICD10_PROC,
03120K0,"Bypass Innom Art to R Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K1,"Bypass Innom Art to L Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K2,"Bypass Innom Art to Bi Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K3,"Bypass Innom Art to R Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K4,"Bypass Innom Art to L Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K5,"Bypass Innom Art to Bi Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03120K6,"Bypass Innom Art to R Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120K7,"Bypass Innom Art to L Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120K8,"Bypass Innom Art to Bi Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120K9,"Bypass Innom Art to R Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120KB,"Bypass Innom Art to L Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120KC,"Bypass Innom Art to Bi Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03120KD,"Bypass Innom Art to Up Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03120KF,"Bypass Innom Art to Low Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03120KJ,"Bypass Innom Art to R Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03120KK,"Bypass Innom Art to L Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03120Z0,"Bypass Innominate Artery to R Up Arm Art, Open Approach",ICD10_PROC,
03120Z1,"Bypass Innominate Artery to L Up Arm Art, Open Approach",ICD10_PROC,
03120Z2,"Bypass Innominate Artery to Bi Up Arm Art, Open Approach",ICD10_PROC,
03120Z3,"Bypass Innominate Artery to R Low Arm Art, Open Approach",ICD10_PROC,
03120Z4,"Bypass Innominate Artery to L Low Arm Art, Open Approach",ICD10_PROC,
03120Z5,"Bypass Innominate Artery to Bi Low Arm Art, Open Approach",ICD10_PROC,
03120Z6,"Bypass Innominate Artery to R Up Leg Art, Open Approach",ICD10_PROC,
03120Z7,"Bypass Innominate Artery to L Up Leg Art, Open Approach",ICD10_PROC,
03120Z8,"Bypass Innominate Artery to Bi Up Leg Art, Open Approach",ICD10_PROC,
03120Z9,"Bypass Innominate Artery to R Low Leg Art, Open Approach",ICD10_PROC,
03120ZB,"Bypass Innominate Artery to L Low Leg Art, Open Approach",ICD10_PROC,
03120ZC,"Bypass Innominate Artery to Bi Low Leg Art, Open Approach",ICD10_PROC,
03120ZD,"Bypass Innominate Artery to Upper Arm Vein, Open Approach",ICD10_PROC,
03120ZF,"Bypass Innominate Artery to Lower Arm Vein, Open Approach",ICD10_PROC,
03120ZJ,"Bypass Innominate Artery to R Extracran Art, Open Approach",ICD10_PROC,
03120ZK,"Bypass Innominate Artery to L Extracran Art, Open Approach",ICD10_PROC,
313090,"Bypass R Subclav Art to R Up Arm Art w Autol Vn, Open",ICD10_PROC,
313091,"Bypass R Subclav Art to L Up Arm Art w Autol Vn, Open",ICD10_PROC,
313092,"Bypass R Subclav Art to Bi Up Arm Art w Autol Vn, Open",ICD10_PROC,
313093,"Bypass R Subclav Art to R Low Arm Art w Autol Vn, Open",ICD10_PROC,
313094,"Bypass R Subclav Art to L Low Arm Art w Autol Vn, Open",ICD10_PROC,
313095,"Bypass R Subclav Art to Bi Low Arm Art w Autol Vn, Open",ICD10_PROC,
313096,"Bypass R Subclav Art to R Up Leg Art w Autol Vn, Open",ICD10_PROC,
313097,"Bypass R Subclav Art to L Up Leg Art w Autol Vn, Open",ICD10_PROC,
313098,"Bypass R Subclav Art to Bi Up Leg Art w Autol Vn, Open",ICD10_PROC,
313099,"Bypass R Subclav Art to R Low Leg Art w Autol Vn, Open",ICD10_PROC,
031309B,"Bypass R Subclav Art to L Low Leg Art w Autol Vn, Open",ICD10_PROC,
031309C,"Bypass R Subclav Art to Bi Low Leg Art w Autol Vn, Open",ICD10_PROC,
031309D,"Bypass R Subclav Art to Up Arm Vein w Autol Vn, Open",ICD10_PROC,
031309F,"Bypass R Subclav Art to Low Arm Vein w Autol Vn, Open",ICD10_PROC,
031309J,"Bypass R Subclav Art to R Extracran Art w Autol Vn, Open",ICD10_PROC,
031309K,"Bypass R Subclav Art to L Extracran Art w Autol Vn, Open",ICD10_PROC,
03130A0,"Bypass R Subclav Art to R Up Arm Art w Autol Art, Open",ICD10_PROC,
03130A1,"Bypass R Subclav Art to L Up Arm Art w Autol Art, Open",ICD10_PROC,
03130A2,"Bypass R Subclav Art to Bi Up Arm Art w Autol Art, Open",ICD10_PROC,
03130A3,"Bypass R Subclav Art to R Low Arm Art w Autol Art, Open",ICD10_PROC,
03130A4,"Bypass R Subclav Art to L Low Arm Art w Autol Art, Open",ICD10_PROC,
03130A5,"Bypass R Subclav Art to Bi Low Arm Art w Autol Art, Open",ICD10_PROC,
03130A6,"Bypass R Subclav Art to R Up Leg Art w Autol Art, Open",ICD10_PROC,
03130A7,"Bypass R Subclav Art to L Up Leg Art w Autol Art, Open",ICD10_PROC,
03130A8,"Bypass R Subclav Art to Bi Up Leg Art w Autol Art, Open",ICD10_PROC,
03130A9,"Bypass R Subclav Art to R Low Leg Art w Autol Art, Open",ICD10_PROC,
03130AB,"Bypass R Subclav Art to L Low Leg Art w Autol Art, Open",ICD10_PROC,
03130AC,"Bypass R Subclav Art to Bi Low Leg Art w Autol Art, Open",ICD10_PROC,
03130AD,"Bypass R Subclav Art to Up Arm Vein w Autol Art, Open",ICD10_PROC,
03130AF,"Bypass R Subclav Art to Low Arm Vein w Autol Art, Open",ICD10_PROC,
03130AJ,"Bypass R Subclav Art to R Extracran Art w Autol Art, Open",ICD10_PROC,
03130AK,"Bypass R Subclav Art to L Extracran Art w Autol Art, Open",ICD10_PROC,
03130J0,"Bypass R Subclav Art to R Up Arm Art w Synth Sub, Open",ICD10_PROC,
03130J1,"Bypass R Subclav Art to L Up Arm Art w Synth Sub, Open",ICD10_PROC,
03130J2,"Bypass R Subclav Art to Bi Up Arm Art w Synth Sub, Open",ICD10_PROC,
03130J3,"Bypass R Subclav Art to R Low Arm Art w Synth Sub, Open",ICD10_PROC,
03130J4,"Bypass R Subclav Art to L Low Arm Art w Synth Sub, Open",ICD10_PROC,
03130J5,"Bypass R Subclav Art to Bi Low Arm Art w Synth Sub, Open",ICD10_PROC,
03130J6,"Bypass R Subclav Art to R Up Leg Art w Synth Sub, Open",ICD10_PROC,
03130J7,"Bypass R Subclav Art to L Up Leg Art w Synth Sub, Open",ICD10_PROC,
03130J8,"Bypass R Subclav Art to Bi Up Leg Art w Synth Sub, Open",ICD10_PROC,
03130J9,"Bypass R Subclav Art to R Low Leg Art w Synth Sub, Open",ICD10_PROC,
03130JB,"Bypass R Subclav Art to L Low Leg Art w Synth Sub, Open",ICD10_PROC,
03130JC,"Bypass R Subclav Art to Bi Low Leg Art w Synth Sub, Open",ICD10_PROC,
03130JD,"Bypass R Subclav Art to Up Arm Vein w Synth Sub, Open",ICD10_PROC,
03130JF,"Bypass R Subclav Art to Low Arm Vein w Synth Sub, Open",ICD10_PROC,
03130JJ,"Bypass R Subclav Art to R Extracran Art w Synth Sub, Open",ICD10_PROC,
03130JK,"Bypass R Subclav Art to L Extracran Art w Synth Sub, Open",ICD10_PROC,
03130K0,"Bypass R Subclav Art to R Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K1,"Bypass R Subclav Art to L Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K2,"Bypass R Subclav Art to Bi Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K3,"Bypass R Subclav Art to R Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K4,"Bypass R Subclav Art to L Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K5,"Bypass R Subclav Art to Bi Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03130K6,"Bypass R Subclav Art to R Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130K7,"Bypass R Subclav Art to L Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130K8,"Bypass R Subclav Art to Bi Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130K9,"Bypass R Subclav Art to R Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130KB,"Bypass R Subclav Art to L Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130KC,"Bypass R Subclav Art to Bi Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03130KD,"Bypass R Subclav Art to Up Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03130KF,"Bypass R Subclav Art to Low Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03130KJ,"Bypass R Subclav Art to R Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03130KK,"Bypass R Subclav Art to L Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03130Z0,"Bypass R Subclav Art to R Up Arm Art, Open Approach",ICD10_PROC,
03130Z1,"Bypass R Subclav Art to L Up Arm Art, Open Approach",ICD10_PROC,
03130Z2,"Bypass R Subclav Art to Bi Up Arm Art, Open Approach",ICD10_PROC,
03130Z3,"Bypass R Subclav Art to R Low Arm Art, Open Approach",ICD10_PROC,
03130Z4,"Bypass R Subclav Art to L Low Arm Art, Open Approach",ICD10_PROC,
03130Z5,"Bypass R Subclav Art to Bi Low Arm Art, Open Approach",ICD10_PROC,
03130Z6,"Bypass R Subclav Art to R Up Leg Art, Open Approach",ICD10_PROC,
03130Z7,"Bypass R Subclav Art to L Up Leg Art, Open Approach",ICD10_PROC,
03130Z8,"Bypass R Subclav Art to Bi Up Leg Art, Open Approach",ICD10_PROC,
03130Z9,"Bypass R Subclav Art to R Low Leg Art, Open Approach",ICD10_PROC,
03130ZB,"Bypass R Subclav Art to L Low Leg Art, Open Approach",ICD10_PROC,
03130ZC,"Bypass R Subclav Art to Bi Low Leg Art, Open Approach",ICD10_PROC,
03130ZD,"Bypass Right Subclavian Artery to Up Arm Vein, Open Approach",ICD10_PROC,
03130ZF,"Bypass R Subclav Art to Low Arm Vein, Open Approach",ICD10_PROC,
03130ZJ,"Bypass R Subclav Art to R Extracran Art, Open Approach",ICD10_PROC,
03130ZK,"Bypass R Subclav Art to L Extracran Art, Open Approach",ICD10_PROC,
314090,"Bypass L Subclav Art to R Up Arm Art w Autol Vn, Open",ICD10_PROC,
314091,"Bypass L Subclav Art to L Up Arm Art w Autol Vn, Open",ICD10_PROC,
314092,"Bypass L Subclav Art to Bi Up Arm Art w Autol Vn, Open",ICD10_PROC,
314093,"Bypass L Subclav Art to R Low Arm Art w Autol Vn, Open",ICD10_PROC,
314094,"Bypass L Subclav Art to L Low Arm Art w Autol Vn, Open",ICD10_PROC,
314095,"Bypass L Subclav Art to Bi Low Arm Art w Autol Vn, Open",ICD10_PROC,
314096,"Bypass L Subclav Art to R Up Leg Art w Autol Vn, Open",ICD10_PROC,
314097,"Bypass L Subclav Art to L Up Leg Art w Autol Vn, Open",ICD10_PROC,
314098,"Bypass L Subclav Art to Bi Up Leg Art w Autol Vn, Open",ICD10_PROC,
314099,"Bypass L Subclav Art to R Low Leg Art w Autol Vn, Open",ICD10_PROC,
031409B,"Bypass L Subclav Art to L Low Leg Art w Autol Vn, Open",ICD10_PROC,
031409C,"Bypass L Subclav Art to Bi Low Leg Art w Autol Vn, Open",ICD10_PROC,
031409D,"Bypass L Subclav Art to Up Arm Vein w Autol Vn, Open",ICD10_PROC,
031409F,"Bypass L Subclav Art to Low Arm Vein w Autol Vn, Open",ICD10_PROC,
031409J,"Bypass L Subclav Art to R Extracran Art w Autol Vn, Open",ICD10_PROC,
031409K,"Bypass L Subclav Art to L Extracran Art w Autol Vn, Open",ICD10_PROC,
03140A0,"Bypass L Subclav Art to R Up Arm Art w Autol Art, Open",ICD10_PROC,
03140A1,"Bypass L Subclav Art to L Up Arm Art w Autol Art, Open",ICD10_PROC,
03140A2,"Bypass L Subclav Art to Bi Up Arm Art w Autol Art, Open",ICD10_PROC,
03140A3,"Bypass L Subclav Art to R Low Arm Art w Autol Art, Open",ICD10_PROC,
03140A4,"Bypass L Subclav Art to L Low Arm Art w Autol Art, Open",ICD10_PROC,
03140A5,"Bypass L Subclav Art to Bi Low Arm Art w Autol Art, Open",ICD10_PROC,
03140A6,"Bypass L Subclav Art to R Up Leg Art w Autol Art, Open",ICD10_PROC,
03140A7,"Bypass L Subclav Art to L Up Leg Art w Autol Art, Open",ICD10_PROC,
03140A8,"Bypass L Subclav Art to Bi Up Leg Art w Autol Art, Open",ICD10_PROC,
03140A9,"Bypass L Subclav Art to R Low Leg Art w Autol Art, Open",ICD10_PROC,
03140AB,"Bypass L Subclav Art to L Low Leg Art w Autol Art, Open",ICD10_PROC,
03140AC,"Bypass L Subclav Art to Bi Low Leg Art w Autol Art, Open",ICD10_PROC,
03140AD,"Bypass L Subclav Art to Up Arm Vein w Autol Art, Open",ICD10_PROC,
03140AF,"Bypass L Subclav Art to Low Arm Vein w Autol Art, Open",ICD10_PROC,
03140AJ,"Bypass L Subclav Art to R Extracran Art w Autol Art, Open",ICD10_PROC,
03140AK,"Bypass L Subclav Art to L Extracran Art w Autol Art, Open",ICD10_PROC,
03140J0,"Bypass L Subclav Art to R Up Arm Art w Synth Sub, Open",ICD10_PROC,
03140J1,"Bypass L Subclav Art to L Up Arm Art w Synth Sub, Open",ICD10_PROC,
03140J2,"Bypass L Subclav Art to Bi Up Arm Art w Synth Sub, Open",ICD10_PROC,
03140J3,"Bypass L Subclav Art to R Low Arm Art w Synth Sub, Open",ICD10_PROC,
03140J4,"Bypass L Subclav Art to L Low Arm Art w Synth Sub, Open",ICD10_PROC,
03140J5,"Bypass L Subclav Art to Bi Low Arm Art w Synth Sub, Open",ICD10_PROC,
03140J6,"Bypass L Subclav Art to R Up Leg Art w Synth Sub, Open",ICD10_PROC,
03140J7,"Bypass L Subclav Art to L Up Leg Art w Synth Sub, Open",ICD10_PROC,
03140J8,"Bypass L Subclav Art to Bi Up Leg Art w Synth Sub, Open",ICD10_PROC,
03140J9,"Bypass L Subclav Art to R Low Leg Art w Synth Sub, Open",ICD10_PROC,
03140JB,"Bypass L Subclav Art to L Low Leg Art w Synth Sub, Open",ICD10_PROC,
03140JC,"Bypass L Subclav Art to Bi Low Leg Art w Synth Sub, Open",ICD10_PROC,
03140JD,"Bypass L Subclav Art to Up Arm Vein w Synth Sub, Open",ICD10_PROC,
03140JF,"Bypass L Subclav Art to Low Arm Vein w Synth Sub, Open",ICD10_PROC,
03140JJ,"Bypass L Subclav Art to R Extracran Art w Synth Sub, Open",ICD10_PROC,
03140JK,"Bypass L Subclav Art to L Extracran Art w Synth Sub, Open",ICD10_PROC,
03140K0,"Bypass L Subclav Art to R Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K1,"Bypass L Subclav Art to L Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K2,"Bypass L Subclav Art to Bi Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K3,"Bypass L Subclav Art to R Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K4,"Bypass L Subclav Art to L Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K5,"Bypass L Subclav Art to Bi Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03140K6,"Bypass L Subclav Art to R Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140K7,"Bypass L Subclav Art to L Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140K8,"Bypass L Subclav Art to Bi Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140K9,"Bypass L Subclav Art to R Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140KB,"Bypass L Subclav Art to L Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140KC,"Bypass L Subclav Art to Bi Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03140KD,"Bypass L Subclav Art to Up Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03140KF,"Bypass L Subclav Art to Low Arm Vein w Nonaut Sub, Open",ICD10_PROC,
03140KJ,"Bypass L Subclav Art to R Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03140KK,"Bypass L Subclav Art to L Extracran Art w Nonaut Sub, Open",ICD10_PROC,
03140Z0,"Bypass Left Subclavian Artery to R Up Arm Art, Open Approach",ICD10_PROC,
03140Z1,"Bypass Left Subclavian Artery to L Up Arm Art, Open Approach",ICD10_PROC,
03140Z2,"Bypass L Subclav Art to Bi Up Arm Art, Open Approach",ICD10_PROC,
03140Z3,"Bypass L Subclav Art to R Low Arm Art, Open Approach",ICD10_PROC,
03140Z4,"Bypass L Subclav Art to L Low Arm Art, Open Approach",ICD10_PROC,
03140Z5,"Bypass L Subclav Art to Bi Low Arm Art, Open Approach",ICD10_PROC,
03140Z6,"Bypass Left Subclavian Artery to R Up Leg Art, Open Approach",ICD10_PROC,
03140Z7,"Bypass Left Subclavian Artery to L Up Leg Art, Open Approach",ICD10_PROC,
03140Z8,"Bypass L Subclav Art to Bi Up Leg Art, Open Approach",ICD10_PROC,
03140Z9,"Bypass L Subclav Art to R Low Leg Art, Open Approach",ICD10_PROC,
03140ZB,"Bypass L Subclav Art to L Low Leg Art, Open Approach",ICD10_PROC,
03140ZC,"Bypass L Subclav Art to Bi Low Leg Art, Open Approach",ICD10_PROC,
03140ZD,"Bypass Left Subclavian Artery to Up Arm Vein, Open Approach",ICD10_PROC,
03140ZF,"Bypass Left Subclavian Artery to Low Arm Vein, Open Approach",ICD10_PROC,
03140ZJ,"Bypass L Subclav Art to R Extracran Art, Open Approach",ICD10_PROC,
03140ZK,"Bypass L Subclav Art to L Extracran Art, Open Approach",ICD10_PROC,
315090,"Bypass R Axilla Art to R Up Arm Art w Autol Vn, Open",ICD10_PROC,
315091,"Bypass R Axilla Art to L Up Arm Art w Autol Vn, Open",ICD10_PROC,
315092,"Bypass R Axilla Art to Bi Up Arm Art w Autol Vn, Open",ICD10_PROC,
315093,"Bypass R Axilla Art to R Low Arm Art w Autol Vn, Open",ICD10_PROC,
315094,"Bypass R Axilla Art to L Low Arm Art w Autol Vn, Open",ICD10_PROC,
315095,"Bypass R Axilla Art to Bi Low Arm Art w Autol Vn, Open",ICD10_PROC,
315096,"Bypass R Axilla Art to R Up Leg Art w Autol Vn, Open",ICD10_PROC,
315097,"Bypass R Axilla Art to L Up Leg Art w Autol Vn, Open",ICD10_PROC,
315098,"Bypass R Axilla Art to Bi Up Leg Art w Autol Vn, Open",ICD10_PROC,
315099,"Bypass R Axilla Art to R Low Leg Art w Autol Vn, Open",ICD10_PROC,
031509B,"Bypass R Axilla Art to L Low Leg Art w Autol Vn, Open",ICD10_PROC,
031509C,"Bypass R Axilla Art to Bi Low Leg Art w Autol Vn, Open",ICD10_PROC,
031509D,"Bypass R Axilla Art to Up Arm Vein w Autol Vn, Open",ICD10_PROC,
031509F,"Bypass R Axilla Art to Low Arm Vein w Autol Vn, Open",ICD10_PROC,
031509J,"Bypass R Axilla Art to R Extracran Art w Autol Vn, Open",ICD10_PROC,
031509K,"Bypass R Axilla Art to L Extracran Art w Autol Vn, Open",ICD10_PROC,
03150A0,"Bypass R Axilla Art to R Up Arm Art w Autol Art, Open",ICD10_PROC,
03150A1,"Bypass R Axilla Art to L Up Arm Art w Autol Art, Open",ICD10_PROC,
03150A2,"Bypass R Axilla Art to Bi Up Arm Art w Autol Art, Open",ICD10_PROC,
03150A3,"Bypass R Axilla Art to R Low Arm Art w Autol Art, Open",ICD10_PROC,
03150A4,"Bypass R Axilla Art to L Low Arm Art w Autol Art, Open",ICD10_PROC,
03150A5,"Bypass R Axilla Art to Bi Low Arm Art w Autol Art, Open",ICD10_PROC,
03150A6,"Bypass R Axilla Art to R Up Leg Art w Autol Art, Open",ICD10_PROC,
03150A7,"Bypass R Axilla Art to L Up Leg Art w Autol Art, Open",ICD10_PROC,
03150A8,"Bypass R Axilla Art to Bi Up Leg Art w Autol Art, Open",ICD10_PROC,
03150A9,"Bypass R Axilla Art to R Low Leg Art w Autol Art, Open",ICD10_PROC,
03150AB,"Bypass R Axilla Art to L Low Leg Art w Autol Art, Open",ICD10_PROC,
03150AC,"Bypass R Axilla Art to Bi Low Leg Art w Autol Art, Open",ICD10_PROC,
03150AD,"Bypass R Axilla Art to Up Arm Vein w Autol Art, Open",ICD10_PROC,
03150AF,"Bypass R Axilla Art to Low Arm Vein w Autol Art, Open",ICD10_PROC,
03150AJ,"Bypass R Axilla Art to R Extracran Art w Autol Art, Open",ICD10_PROC,
03150AK,"Bypass R Axilla Art to L Extracran Art w Autol Art, Open",ICD10_PROC,
03150J0,"Bypass R Axilla Art to R Up Arm Art w Synth Sub, Open",ICD10_PROC,
03150J1,"Bypass R Axilla Art to L Up Arm Art w Synth Sub, Open",ICD10_PROC,
03150J2,"Bypass R Axilla Art to Bi Up Arm Art w Synth Sub, Open",ICD10_PROC,
03150J3,"Bypass R Axilla Art to R Low Arm Art w Synth Sub, Open",ICD10_PROC,
03150J4,"Bypass R Axilla Art to L Low Arm Art w Synth Sub, Open",ICD10_PROC,
03150J5,"Bypass R Axilla Art to Bi Low Arm Art w Synth Sub, Open",ICD10_PROC,
03150J6,"Bypass R Axilla Art to R Up Leg Art w Synth Sub, Open",ICD10_PROC,
03150J7,"Bypass R Axilla Art to L Up Leg Art w Synth Sub, Open",ICD10_PROC,
03150J8,"Bypass R Axilla Art to Bi Up Leg Art w Synth Sub, Open",ICD10_PROC,
03150J9,"Bypass R Axilla Art to R Low Leg Art w Synth Sub, Open",ICD10_PROC,
03150JB,"Bypass R Axilla Art to L Low Leg Art w Synth Sub, Open",ICD10_PROC,
03150JC,"Bypass R Axilla Art to Bi Low Leg Art w Synth Sub, Open",ICD10_PROC,
03150JD,"Bypass R Axilla Art to Up Arm Vein w Synth Sub, Open",ICD10_PROC,
03150JF,"Bypass R Axilla Art to Low Arm Vein w Synth Sub, Open",ICD10_PROC,
03150JJ,"Bypass R Axilla Art to R Extracran Art w Synth Sub, Open",ICD10_PROC,
03150JK,"Bypass R Axilla Art to L Extracran Art w Synth Sub, Open",ICD10_PROC,
03150K0,"Bypass R Axilla Art to R Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K1,"Bypass R Axilla Art to L Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K2,"Bypass R Axilla Art to Bi Up Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K3,"Bypass R Axilla Art to R Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K4,"Bypass R Axilla Art to L Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K5,"Bypass R Axilla Art to Bi Low Arm Art w Nonaut Sub, Open",ICD10_PROC,
03150K6,"Bypass R Axilla Art to R Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03150K7,"Bypass R Axilla Art to L Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03150K8,"Bypass R Axilla Art to Bi Up Leg Art w Nonaut Sub, Open",ICD10_PROC,
03150K9,"Bypass R Axilla Art to R Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03150KB,"Bypass R Axilla Art to L Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
03150KC,"Bypass R Axilla Art to Bi Low Leg Art w Nonaut Sub, Open",ICD10_PROC,
